APPOINTMENT_BOOKING_SUMMARY_ID,DATE,HF_CODE,HF_NAME,STATE,TOTAL_SLOTS,AVAILABLE_SLOTS,ACTIVE,WORKING_DAY,SCHEDULED_ID,SCHEDULED_NAME,SERVICE_CODE,booked,cancelled,TOTAL STOK VAKSIN
667589a82a63146317428bb8,2025-04-16 08:00:00,21-12010068,KLINIK KESIHATAN KOTA KLIAS,SABAH,42,42,true,true,63b62303ef7308597a8ab401,OUTPATIENT,"GS001,GS008,SF001,SN001,SN002,SN005,SN003,SN004,GS002,GS003,GS004,GS005,GS017",0,0,0
66816861b7701028abeecd0b,2025-06-24 08:00:00,21-03070230,KLINIK KESIHATAN PANGKAL KALA,KELANTAN,35,35,true,true,63d9b8742085a67e64112878,OPD,"GS001,GS017",0,0,0
66c896e834672d396607b455,2025-06-18 08:00:00,21-12010068,KLINIK KESIHATAN KOTA KLIAS,SABAH,42,42,true,true,63b62303ef7308597a8ab401,OUTPATIENT,"GS001,GS008,SF001,SN001,SN002,SN005,SN003,SN004,GS002,GS003,GS004,GS005,GS017",0,0,0
67b42305d9c38c4bba5a9e92,2025-05-26 08:00:00,21-08020360,KLINIK KESIHATAN TELUK INTAN,PERAK,12,12,true,true,67a71781e8b7ff765f0db566,Influenza Warga Emas,GS017,0,0,0
67b5ebf752e73156454b66e4,2025-02-24 08:00:00,21-03070076,KLINIK KESIHATAN TO'UBAN,KELANTAN,6,6,true,true,67b307ff53158407a6dcf965,influenza immunization for senior citizen,GS017,0,0,0
67b3da9940024011e5f0020e,2025-02-26 08:00:00,21-02010047,KLINIK KESIHATAN KAMPUNG LALANG,KEDAH,5,5,true,true,67a1c0171c66da69d7a0e499,VAKSINASI INFLUENZA BAGI WARGA EMAS,GS017,5,0,55
67aebeea53158407a6dcd2dd,2025-02-26 08:00:00,21-08050047,KLINIK KESIHATAN GUNUNG RAPAT,PERAK,20,0,true,true,67ae88c353158407a6dcc9cb,Vaksinasi Influenza WE 60 thn,GS017,17,6,0
67b00d9f1c66da69d7a14154,2025-03-13 08:00:00,21-11040214,KLINIK KESIHATAN BATU 2 1/2,TERENGGANU,5,5,true,true,67aaabf053158407a6dc9de7,PERKHIDMATAN IMUNISASI INFLUENZA BAGI WARGA EMAS,GS017,0,0,0
67b1d23f53158407a6dcea90,2025-03-09 08:00:00,21-11020034,KLINIK KESIHATAN KETENGAH JAYA,TERENGGANU,5,5,true,true,67b1d20653158407a6dcea7f,Vaksin Influenza Untuk Warga Emas,GS017,0,0,0
67ae8d1f40024011e5efcbb0,2025-02-28 08:00:00,21-05060036,KLINIK KESIHATAN NILAI,NEGERI SEMBILAN,5,5,true,true,67ae83cd1c66da69d7a12b8e,VAKSIN WARGA EMAS,GS017,5,4,0
67b2eae61c66da69d7a155bc,2025-04-09 08:00:00,21-12060084,KLINIK KESIHATAN MENGGATAL,SABAH,7,7,true,true,67b2eacb1c66da69d7a1559d,Influenza,GS017,0,0,0
67b5642d53158407a6dd1212,2025-03-06 08:00:00,21-03100036,KLINIK KESIHATAN BANDAR TUMPAT,KELANTAN,6,6,true,true,67b292991c66da69d7a14fe8,TEMUJANJI INFLUENZA WARGA EMAS ,GS017,0,0,0
66ae3a1bfb49d36f87d6e94c,2025-07-28 08:00:00,21-03070230,KLINIK KESIHATAN PANGKAL KALA,KELANTAN,35,35,true,true,63d9b8742085a67e64112878,OPD,"GS001,GS017",0,0,0
67aeafae40024011e5efd225,2025-04-22 08:00:00,21-08070417,KLINIK KESIHATAN SIMPANG,PERAK,10,10,true,true,67a96559e8b7ff765f0dbe2c,PERKHIDMATAN IMUNISASI INFLUENZA BAGI WARGA EMAS,GS017,0,0,0
67ad54c240024011e5efb421,2025-02-25 08:00:00,21-06050032,KLINIK KESIHATAN BESERAH,PAHANG,10,10,true,true,67905ef12ee704056265d0cc,Immunisasi Influenza Bagi Warga Emas,GS017,10,3,0
67b2ec4253158407a6dcf79b,2025-03-04 08:00:00,21-08070088,KLINIK KESIHATAN SUNGAI KERANG,PERAK,4,4,true,true,67b2ea4253158407a6dcf78b,INFLUENZA WARGA EMAS,GS017,2,0,0
67b3dc2f53158407a6dcfd8e,2025-03-06 08:00:00,21-03100073,KLINIK KESIHATAN SUNGAI PINANG,KELANTAN,5,5,true,true,67b1d98253158407a6dcea9a,VAKSIN INFLUENZA UNTUK WARGA EMAS,GS017,0,0,0
67b428c953158407a6dd0747,2025-02-26 08:00:00,21-02110078,KLINIK KESIHATAN SUNGAI LIMAU DALAM,KEDAH,3,3,true,true,67b13b7a1c66da69d7a147c0,VAKSIN INFLUENZA WARGA EMAS,GS017,3,0,0
669e66f825a3ed7e7b5e30eb,2025-07-16 08:00:00,21-03070230,KLINIK KESIHATAN PANGKAL KALA,KELANTAN,35,35,true,true,63d9b8742085a67e64112878,OPD,"GS001,GS017",0,0,0
678bb556c1e8af43a8b815a0,2025-03-18 08:00:00,21-12050113,KLINIK KESIHATAN TAGINAMBUR,SABAH,13,13,true,true,6340dbbd0c28b761a488d1c6,Saringan Kesihatan,"GS002,GS011,GS017",0,0,0
67aeafd953158407a6dcd195,2025-03-04 08:00:00,21-08050093,KLINIK KESIHATAN TANJUNG RAMBUTAN,PERAK,10,0,true,true,67ad37d81c66da69d7a111e7,vaksin influenza warga emas,GS017,9,2,0
67ad3f1a1c66da69d7a11264,2025-02-26 08:00:00,21-01020070,KLINIK KESIHATAN MASAI,JOHOR,6,6,true,true,67ad3efe1c66da69d7a11259,INFLUENZA WARGA EMAS,GS017,6,2,0
67b435f91c66da69d7a163dc,2025-10-05 08:00:00,DB-9927,KLINIK KESIHATAN BHARU NRF,PAHANG,900,900,true,true,65a7ad4f19771c366ea74bd2,Virtual15Min,GS017,0,0,0
67b27ff8e256125ff0b20ba2,2025-04-07 08:00:00,21-08050093,KLINIK KESIHATAN TANJUNG RAMBUTAN,PERAK,8,8,true,true,67ad37d81c66da69d7a111e7,vaksin influenza warga emas,GS017,8,2,0
67b5310f40024011e5f01543,2025-02-27 08:00:00,21-03100068,KLINIK KESIHATAN PENGKALAN KUBOR,KELANTAN,10,10,true,true,67b44a4553158407a6dd0b74,vaccine influenza warga emas ,GS017,0,0,0
67af01631c66da69d7a13c07,2025-04-25 08:00:00,21-01050237,KLINIK KESIHATAN NITAR 1,JOHOR,8,8,true,true,67a44172e8b7ff765f0dac87,Imunisasi Influenza Warga emas,GS017,0,0,0
67adb79240024011e5efc68f,2025-03-12 08:00:00,21-08050051,KLINIK KESIHATAN JELAPANG,PERAK,15,0,true,true,67adb7741c66da69d7a127ed,Imunisasi Influenza We 60 tahun,GS017,15,0,0
66f1774d93c00419ba0bc7a8,2025-09-22 08:00:00,21-12260120,KLINIK KESIHATAN TELUPID,SABAH,40,40,true,true,63e9fbe02d362c03bf13298f,Walk-In Cases,"GS001,GS006,GS007,GS017",0,0,0
67b28c5b7ccec37387abaf81,2025-03-05 08:00:00,21-03030024,KLINIK KESIHATAN JELI,KELANTAN,10,10,true,true,67b133c11c66da69d7a1478b,VACCINE INFLUENZA WE,GS017,0,0,0
67b5edf940024011e5f01f67,2025-02-24 08:00:00,21-03070129,KLINIK KESIHATAN GUAL PERIOK,KELANTAN,5,5,true,true,67b153f01c66da69d7a14834,PERKHIDMATAN IMUNISASI INFLUENZA BAGI WARGA EMAS,GS017,0,0,0
67b7e9eb1c66da69d7a17618,2025-11-07 08:00:00,21-12080085,KLINIK KESIHATAN MENUMBOK,SABAH,10,10,true,true,67b7e9471c66da69d7a1755b,Influenza Vaccination,GS017,0,0,0
67af4dff5c543a673c6f40b6,2025-08-12 08:00:00,21-03070044,KLINIK KESIHATAN CHEKOK,KELANTAN,16,16,true,true,63ba488c8f28e007a5829862,OPD,"GS001,GS017",0,0,0
6762d6a4aeb62a366bd89540,2025-12-17 08:00:00,21-12260120,KLINIK KESIHATAN TELUPID,SABAH,40,40,true,true,63e9fbe02d362c03bf13298f,Walk-In Cases,"GS001,GS006,GS007,GS017",0,0,0
67b7dcc640024011e5f023e7,2025-02-24 08:00:00,21-04020019,KLINIK KESIHATAN KEMENDOR,MELAKA,6,0,true,true,67aad0a153158407a6dc9e3b,Vaksin Influenza Warga Emas,GS017,6,3,0
67b82c8c40024011e5f025dd,2025-07-09 08:00:00,21-01040105,KLINIK KESIHATAN SUNGAI RENGIT,JOHOR,10,10,true,true,67b8279f963add437ca387e1,IMMUNIZATION FOR SENIOR CITIZEN,GS017,0,0,0
67adfe181c66da69d7a12a9c,2025-03-14 08:00:00,21-13070070,KLINIK KESIHATAN DARO,SARAWAK,7,7,true,true,673d53db7f567163da29dbfa,WORKING DAYS,"GS001,GS002,GS003,GS015,GS011,GS006,GS004,GS007,GS008,GS005,GS012,GS013,SN004,SS002,SS004,SS006,SS001,SZ001,TEST,VN005,GS017",0,0,0
67b3173840024011e5effe43,2025-04-16 08:00:00,21-12160074,KLINIK KESIHATAN KUNDASANG,SABAH,1,1,true,true,67b29e2c1c66da69d7a150a0,Imunisasi influenza untuk warga emas,GS017,0,0,0
67b6a07853158407a6dd1a6f,2025-03-05 08:00:00,21-01060074,KLINIK KESIHATAN PARIT BAKAR,JOHOR,3,3,true,true,67afd5b61c66da69d7a140d1,PERKHIDMATAN IMUNISASI INFLUENZA BAGI WARGA EMAS,GS017,3,0,0
67b8a20073e46a2edb68af6c,2025-06-20 08:00:00,21-12060059,KLINIK KESIHATAN INANAM,SABAH,7,7,true,true,67b285f453158407a6dcf03e,PERKHIDMATAN IMUNISASI INFLUENZA BAGI WARGA EMAS,GS017,0,0,0
67b2d9eb53158407a6dcf68e,2025-03-05 08:00:00,21-10040033,KLINIK KESIHATAN BUKIT KUDA,SELANGOR,4,0,true,true,67a95f502ee70405626632a1,ELDERLY INFLUENZA VACCINE ,GS017,4,4,0
67b1ece240024011e5efe8e6,2025-12-26 08:00:00,21-08020031,KLINIK KESIHATAN BAGAN DATOH,PERAK,10,10,true,true,67b0623153158407a6dce04d,Vaksinasi influenza WE 60 tahun,GS017,0,0,0
6751b35d0f3039331a79558b,2025-09-30 08:00:00,21-12010068,KLINIK KESIHATAN KOTA KLIAS,SABAH,42,42,true,true,63b62303ef7308597a8ab401,OUTPATIENT,"GS001,GS008,SF001,SN001,SN002,SN005,SN003,SN004,GS002,GS003,GS004,GS005,GS017",0,0,0
67b3e0d853158407a6dcfe35,2025-04-08 08:00:00,21-08020360,KLINIK KESIHATAN TELUK INTAN,PERAK,9,12,true,true,67a71781e8b7ff765f0db566,Influenza Warga Emas,GS017,9,0,0
67b499b140024011e5f011fe,2025-02-24 08:00:00,21-02080321,KLINIK KESIHATAN KUALA NERANG,KEDAH,5,5,true,true,67adc6f81c66da69d7a12828,Influenza vaccine warga emas ,GS017,2,0,0
67b04f471c66da69d7a14209,2025-05-13 08:00:00,21-03090281,KLINIK KESIHATAN TANAH MERAH,KELANTAN,7,7,true,true,67919c302ee704056265d56e,influanza adult,GS017,0,0,0
664b59cced0d374ae9f17e8b,2025-05-19 08:00:00,21-12260120,KLINIK KESIHATAN TELUPID,SABAH,40,40,true,true,63e9fbe02d362c03bf13298f,Walk-In Cases,"GS001,GS006,GS007,GS017",0,0,0
67b2e32340024011e5eff7cf,2025-03-05 08:00:00,21-02030060,KLINIK KESIHATAN LANGGAR,KEDAH,5,5,true,true,67ae0d0753158407a6dcc96f,JANJI TEMU VAKSIN INFLUENZA WARGA EMAS,GS017,4,0,0
67bb38256ca55c1f6043dc47,2025-03-24 08:00:00,21-07020037,KLINIK KESIHATAN BANDAR TASIK MUTIARA,PULAU PINANG,8,8,true,true,67ad8e1053158407a6dcbc9f,vaksin influenza warga emas,GS017,0,0,0
6693e2356712ca3171e34724,2025-07-08 08:00:00,21-03070230,KLINIK KESIHATAN PANGKAL KALA,KELANTAN,35,35,true,true,63d9b8742085a67e64112878,OPD,"GS001,GS017",0,0,0
67ad8f6c1c66da69d7a12005,2025-03-25 08:00:00,21-08070384,KLINIK KESIHATAN TAIPING,PERAK,10,10,true,true,67a953b1e8b7ff765f0dbdfb,VAKSINASI INFLUENZA UNTUK WARGAMAS,GS017,10,8,0
67b0a81840024011e5efe3a4,2025-07-30 08:00:00,21-10040048,KLINIK KESIHATAN PANDAMARAN,SELANGOR,5,5,true,true,67b09fab53158407a6dce17f,Influenza immunization for senior citizen 60 years old and above,GS017,0,0,0
678e03fbc1e8af43a8b825e0,2025-07-07 08:00:00,21-03020046,KLINIK KESIHATAN CHIKU 3,KELANTAN,26,26,true,true,678e02b52ee704056265c143,KLINIK KESIHATAN CHIKU 3,"VG002,VG014,VN005,VC008,VP003,VO100,VO200,VG007,GS017",0,0,0
67b286331c66da69d7a14f55,2025-06-10 08:00:00,21-12060059,KLINIK KESIHATAN INANAM,SABAH,7,7,true,true,67b285f453158407a6dcf03e,PERKHIDMATAN IMUNISASI INFLUENZA BAGI WARGA EMAS,GS017,0,0,0
660c11a9580bb02fb1a40b38,2025-03-27 08:00:00,21-03070230,KLINIK KESIHATAN PANGKAL KALA,KELANTAN,7,7,true,true,63d9b8742085a67e64112878,OPD,"GS001,GS017",0,0,0
67b2942453158407a6dcf1c9,2025-02-26 08:00:00,21-03100036,KLINIK KESIHATAN BANDAR TUMPAT,KELANTAN,6,6,true,true,67b292991c66da69d7a14fe8,TEMUJANJI INFLUENZA WARGA EMAS ,GS017,3,0,0
67ad8f6d1c66da69d7a1200c,2025-04-16 08:00:00,21-08070384,KLINIK KESIHATAN TAIPING,PERAK,10,10,true,true,67a953b1e8b7ff765f0dbdfb,VAKSINASI INFLUENZA UNTUK WARGAMAS,GS017,10,0,0
67b435f61c66da69d7a1630e,2025-03-13 08:00:00,DB-9927,KLINIK KESIHATAN BHARU NRF,PAHANG,900,900,true,true,65a7ad4f19771c366ea74bd2,Virtual15Min,GS017,0,0,0
67b5311040024011e5f01555,2025-03-25 08:00:00,21-03100068,KLINIK KESIHATAN PENGKALAN KUBOR,KELANTAN,4,4,true,true,67b44a4553158407a6dd0b74,vaccine influenza warga emas ,GS017,0,0,0
67b2e32340024011e5eff7d0,2025-03-09 08:00:00,21-02030060,KLINIK KESIHATAN LANGGAR,KEDAH,5,5,true,true,67ae0d0753158407a6dcc96f,JANJI TEMU VAKSIN INFLUENZA WARGA EMAS,GS017,2,1,0
66f56d609e047a183949588b,2025-03-24 08:00:00,21-03070044,KLINIK KESIHATAN CHEKOK,KELANTAN,16,16,true,true,63ba488c8f28e007a5829862,OPD,"GS001,GS017",1,0,0
67b1969e40024011e5efe7d9,2025-03-09 08:00:00,21-11020022,KLINIK KESIHATAN BUKIT BESI,TERENGGANU,3,3,true,true,67a42bc3e8b7ff765f0dab6d,Perkhidmatan Imunisasi Influenza bagi Warga Emas,GS017,0,0,0
67b1d23f53158407a6dcea93,2025-03-12 08:00:00,21-11020034,KLINIK KESIHATAN KETENGAH JAYA,TERENGGANU,5,5,true,true,67b1d20653158407a6dcea7f,Vaksin Influenza Untuk Warga Emas,GS017,0,0,0
67b9f117c46ab54179d3d05a,2025-05-22 08:00:00,21-03070064,KLINIK KESIHATAN MERANTI,KELANTAN,12,12,true,true,67b1990653158407a6dce9f3,Suntikan Influenza Warga Emas,GS017,0,0,0
67b2e36c40024011e5eff805,2025-03-09 08:00:00,21-11070031,KLINIK KESIHATAN KAMPUNG RAHMAT,TERENGGANU,16,16,true,true,67aa9c511c66da69d7a10539,IMUNISASI INFLUENZA WARGA EMAS,GS017,0,0,0
67b3ec5c1c66da69d7a15db2,2025-03-04 08:00:00,21-07030035,KLINIK KESIHATAN PERAI,PULAU PINANG,7,4,true,true,67ad402f1c66da69d7a11273,Vaksin Influenza Bagi Warga Emas,GS017,7,1,0
67b49d4924a87d5c1a684bb1,2025-02-27 08:00:00,21-03100318,KLINIK KESIHATAN PASIR PEKAN,KELANTAN,5,5,true,true,67b2f8a5f6bae350ded5a3c1,Vaksin Influenza untuk Warga Emas,GS017,5,1,0
67b428ca53158407a6dd0755,2025-03-18 08:00:00,21-02110078,KLINIK KESIHATAN SUNGAI LIMAU DALAM,KEDAH,3,3,true,true,67b13b7a1c66da69d7a147c0,VAKSIN INFLUENZA WARGA EMAS,GS017,0,0,0
67ad3e7f1c66da69d7a1124e,2025-05-08 08:00:00,21-04010014,KLINIK KESIHATAN DURIAN TUNGGAL,MELAKA,4,4,true,true,67abef431c66da69d7a10b89,INFLUENZA WARGA EMAS ,GS017,0,0,0
67b42cee1c66da69d7a162a1,2025-02-27 08:00:00,21-03030058,KLINIK KESIHATAN KUALA BALAH,KELANTAN,5,5,true,true,67b42cda1c66da69d7a1629c,vaksin influenza warga emas,GS017,0,0,0
67b2e37f40024011e5eff8b3,2025-12-04 08:00:00,21-12070116,KLINIK KESIHATAN TANDEK,SABAH,8,8,true,true,67b2e0451c66da69d7a152e8,Vaksin Influenza,GS017,0,0,0
67aef40053158407a6dcd621,2025-03-26 08:00:00,21-08010091,KLINIK KESIHATAN SUNGKAI,PERAK,4,4,true,true,67aeba231c66da69d7a1330c,Perkhidmatan Imunisasi Influenza bagi Warga Emas,GS017,0,0,155
67b2ea271c66da69d7a15598,2025-03-13 08:00:00,21-02060066,KLINIK KESIHATAN MERBAU PULAS,KEDAH,6,6,true,true,67b141771c66da69d7a147e5,Influenza warga emas,GS017,6,4,0
67b404911c66da69d7a16106,2025-03-04 08:00:00,21-08050099,KLINIK KESIHATAN TRONOH,PERAK,5,5,true,true,67a5bbcc1c66da69d7a0f8ad,Vaksin influenza warga emas,GS017,5,0,0
67b34bed1c66da69d7a15b8a,2025-03-02 08:00:00,21-02050059,KLINIK KESIHATAN LAKA TEMIN,KEDAH,5,5,true,true,67ad97381c66da69d7a12274,PERKHIDMATAN IMUNISASI INFLUENZA WARGA EMAS,GS017,0,0,0
678e03fbc1e8af43a8b82606,2025-08-28 08:00:00,21-03020046,KLINIK KESIHATAN CHIKU 3,KELANTAN,22,22,true,true,678e02b52ee704056265c143,KLINIK KESIHATAN CHIKU 3,"VG002,VG014,VN005,VC008,VP003,VO100,VO200,VG007,GS017",0,0,0
67b2d7f153158407a6dcf67d,2025-03-28 08:00:00,21-10040044,KLINIK KESIHATAN ANIKA KLANG,SELANGOR,5,5,true,true,67ad9cf053158407a6dcc074,INFLUENZA VACCINE FOR OLDER PEOPLE,GS017,0,0,0
678e03fbc1e8af43a8b825e5,2025-07-14 08:00:00,21-03020046,KLINIK KESIHATAN CHIKU 3,KELANTAN,26,26,true,true,678e02b52ee704056265c143,KLINIK KESIHATAN CHIKU 3,"VG002,VG014,VN005,VC008,VP003,VO100,VO200,VG007,GS017",0,0,0
67b5ebd00cbee012f5f56b6c,2025-02-25 08:00:00,21-15010027,KLINIK KESIHATAN UTC LABUAN,W.P. LABUAN,5,5,true,true,67abdf8c53158407a6dca44d,VACCINATION,GS017,5,2,0
67b9efbf1c66da69d7a17fdf,2025-04-03 08:00:00,21-02050083,KLINIK KESIHATAN TUNJANG,KEDAH,8,8,true,true,67ad957853158407a6dcbf06,influenza for older person/ hajj,GS017,0,0,0
67b8a0933ce78248137d301c,2025-02-26 08:00:00,21-12040154,KLINIK KESIHATAN BATU PUTIH,SABAH,3,3,true,true,67b29de21c66da69d7a1509d,Perkhidmatan Imunisasi Influenza Bagi Warga Emas,GS017,0,0,0
67b9ec2bbb9f522ee180f4d0,2025-04-21 08:00:00,21-02110078,KLINIK KESIHATAN SUNGAI LIMAU DALAM,KEDAH,3,3,true,true,67b13b7a1c66da69d7a147c0,VAKSIN INFLUENZA WARGA EMAS,GS017,0,0,0
67b7e9ea1c66da69d7a175a0,2025-05-23 08:00:00,21-12080085,KLINIK KESIHATAN MENUMBOK,SABAH,10,10,true,true,67b7e9471c66da69d7a1755b,Influenza Vaccination,GS017,0,0,0
67b286331c66da69d7a14f34,2025-04-24 08:00:00,21-12060059,KLINIK KESIHATAN INANAM,SABAH,7,7,true,true,67b285f453158407a6dcf03e,PERKHIDMATAN IMUNISASI INFLUENZA BAGI WARGA EMAS,GS017,0,0,0
67b2e60f53158407a6dcf734,2025-03-04 08:00:00,21-06080362,KLINIK KESIHATAN BANDAR PEKAN,PAHANG,5,5,true,true,67b2e5e71c66da69d7a1530e,Influenza Immunization for Senior Citizen,GS017,0,0,0
67812a7a2ee7040562658184,2025-03-10 08:00:00,21-12050113,KLINIK KESIHATAN TAGINAMBUR,SABAH,13,13,true,true,6340dbbd0c28b761a488d1c6,Saringan Kesihatan,"GS002,GS011,GS017",1,0,0
67ad9efd53158407a6dcc0c8,2025-04-10 08:00:00,21-02040040,KLINIK KESIHATAN BEDONG,KEDAH,10,10,true,true,67ad9df51c66da69d7a123d2,PERKHIDMATAN IMUNISASI INFLUENZA BAGI WARGA EMAS & VAKSINASI COVID-19 BAGI BAKAL JEMAAH HAJI DALAM MYSEJAHTERA,GS017,10,2,0
67af4a5140024011e5efd9d1,2025-08-10 08:00:00,21-03080052,KLINIK KESIHATAN JERAM,KELANTAN,28,28,true,true,67af46b053158407a6dcdb96,INFLUANZA VACCINE ,GS017,0,0,0
67adade61c66da69d7a126c7,2025-02-28 08:00:00,21-08070055,KLINIK KESIHATAN KAMUNTING,PERAK,40,0,true,true,67adabaa53158407a6dcc28b,INFLUENZA FOR 60 YEARS,GS017,39,7,0
67b26fc953158407a6dcedcc,2025-03-11 08:00:00,21-11020037,KLINIK KESIHATAN KUALA ABANG,TERENGGANU,5,5,true,true,67ad43e653158407a6dcae65,Program Imunisasi Influenza Warga Emas ,GS017,0,0,0
67aea38f40024011e5efd030,2025-12-12 08:00:00,21-01010101,KLINIK KESIHATAN SRI GADING,JOHOR,10,10,true,true,67a97ff0e8b7ff765f0dbe9c,IMUNISASI INFLUENZA (WARGA EMAS),GS017,0,0,0
66992195e963b756059ddb8a,2025-07-17 08:00:00,21-12260120,KLINIK KESIHATAN TELUPID,SABAH,40,40,true,true,63e9fbe02d362c03bf13298f,Walk-In Cases,"GS001,GS006,GS007,GS017",0,0,0
67b26fcb53158407a6dcee9a,2025-12-24 08:00:00,21-11020037,KLINIK KESIHATAN KUALA ABANG,TERENGGANU,5,5,true,true,67ad43e653158407a6dcae65,Program Imunisasi Influenza Warga Emas ,GS017,0,0,0
67b5905a1c66da69d7a16bc7,2025-03-17 08:00:00,21-06050392,KLINIK KESIHATAN INDERA MAHKOTA,PAHANG,10,10,true,true,67ad54a41c66da69d7a114c5,VAKSIN INFLUENZA UNTUK WARGA EMAS DAN COMORBID ,GS017,10,1,0
67b435f71c66da69d7a16357,2025-05-25 08:00:00,DB-9927,KLINIK KESIHATAN BHARU NRF,PAHANG,900,900,true,true,65a7ad4f19771c366ea74bd2,Virtual15Min,GS017,0,0,0
67ad9d331c66da69d7a123c1,2025-03-06 08:00:00,21-10040044,KLINIK KESIHATAN ANIKA KLANG,SELANGOR,5,5,true,true,67ad9cf053158407a6dcc074,INFLUENZA VACCINE FOR OLDER PEOPLE,GS017,5,1,0
67b82c8b40024011e5f025bd,2025-05-26 08:00:00,21-01040105,KLINIK KESIHATAN SUNGAI RENGIT,JOHOR,10,10,true,true,67b8279f963add437ca387e1,IMMUNIZATION FOR SENIOR CITIZEN,GS017,0,0,0
67aea38e40024011e5efcfc2,2025-07-11 08:00:00,21-01010101,KLINIK KESIHATAN SRI GADING,JOHOR,10,10,true,true,67a97ff0e8b7ff765f0dbe9c,IMUNISASI INFLUENZA (WARGA EMAS),GS017,0,0,0
67af678440024011e5efddab,2025-03-21 08:00:00,21-12190105,KLINIK KESIHATAN SINDUMIN,SABAH,3,10,true,true,67a9a06e2ee7040562663400,VACCINATION INFLUENZA,GS017,0,0,0
67ad6c3c40024011e5efb549,2025-03-13 08:00:00,21-02060057,KLINIK KESIHATAN KULIM,KEDAH,5,5,true,true,67ac24ac1c66da69d7a10dba,Older Person Influenza Immunization,GS017,5,0,0
67b531d153158407a6dd1035,2025-04-10 08:00:00,21-10010059,KLINIK KESIHATAN SELAYANG BARU,SELANGOR,35,0,true,true,67a2b9091c66da69d7a0e835,influenza WE,GS017,35,5,0
