APPOINTMENT_BOOKING_SUMMARY_ID,DATE,HF_CODE,HF_NAME,STATE,TOTAL_SLOTS,AVAILABLE_SLOTS,ACTIVE,WORKING_DAY,SCHEDULED_ID,SCHEDULED_NAME,SERVICE_CODE,booked,cancelled,noshow,Uptake,Remaining,Stock,UptakePercentage
67ad7fbf53158407a6dcb8d2,3/3/2025,21-02090079,KLINIK KESIHATAN SUNGAI TIANG,KEDAH,1,2,TRUE,TRUE,67ad7f2453158407a6dcb8c2,Perkhidmatan Imunisasi Influenza bagi Warga Emas,GS017,0,0,0,0,1,,0
67ad7fbf53158407a6dcb8d3,3/4/2025,21-02090079,KLINIK KESIHATAN SUNGAI TIANG,KEDAH,1,2,TRUE,TRUE,67ad7f2453158407a6dcb8c2,Perkhidmatan Imunisasi Influenza bagi Warga Emas,GS017,0,0,0,0,1,,0
67b2be9453158407a6dcf5b6,2/23/2025,21-03050158,KLINIK KESIHATAN KEROH (KUALA KRAI),KELANTAN,1,1,TRUE,TRUE,67b2be1c53158407a6dcf586,INFLUENZA ,GS017,0,0,0,0,1,,0
67b2bf751c66da69d7a1521d,2/20/2025,21-03050172,KLINIK KESIHATAN PERIA,KELANTAN,1,1,TRUE,TRUE,67b2be141c66da69d7a15212,INFLUENZA VACCINATION,GS017,0,0,0,0,1,,0
67b2fa0140024011e5effdbc,2/24/2025,21-04020028,KLINIK KESIHATAN SELANDAR,MELAKA,1,1,TRUE,TRUE,67aea72153158407a6dccd03,SUNTIKAN INFLUENZA WARGA EMAS,GS017,0,0,0,0,1,,0
67b2fa0140024011e5effdbd,2/25/2025,21-04020028,KLINIK KESIHATAN SELANDAR,MELAKA,1,1,TRUE,TRUE,67aea72153158407a6dccd03,SUNTIKAN INFLUENZA WARGA EMAS,GS017,0,0,0,0,1,,0
67b2fa0140024011e5effdbe,2/26/2025,21-04020028,KLINIK KESIHATAN SELANDAR,MELAKA,1,1,TRUE,TRUE,67aea72153158407a6dccd03,SUNTIKAN INFLUENZA WARGA EMAS,GS017,0,0,0,0,1,,0
67b2fa4740024011e5effdbf,2/27/2025,21-04020028,KLINIK KESIHATAN SELANDAR,MELAKA,1,1,TRUE,TRUE,67aea72153158407a6dccd03,SUNTIKAN INFLUENZA WARGA EMAS,GS017,0,0,0,0,1,,0
67b2fa4740024011e5effdc0,2/28/2025,21-04020028,KLINIK KESIHATAN SELANDAR,MELAKA,1,1,TRUE,TRUE,67aea72153158407a6dccd03,SUNTIKAN INFLUENZA WARGA EMAS,GS017,0,0,0,0,1,,0
67b2fa4740024011e5effdc1,3/3/2025,21-04020028,KLINIK KESIHATAN SELANDAR,MELAKA,1,1,TRUE,TRUE,67aea72153158407a6dccd03,SUNTIKAN INFLUENZA WARGA EMAS,GS017,0,0,0,0,1,,0
67b2fa4740024011e5effdc2,3/4/2025,21-04020028,KLINIK KESIHATAN SELANDAR,MELAKA,1,1,TRUE,TRUE,67aea72153158407a6dccd03,SUNTIKAN INFLUENZA WARGA EMAS,GS017,0,0,0,0,1,,0
67b2fa4740024011e5effdc3,3/5/2025,21-04020028,KLINIK KESIHATAN SELANDAR,MELAKA,1,1,TRUE,TRUE,67aea72153158407a6dccd03,SUNTIKAN INFLUENZA WARGA EMAS,GS017,0,0,0,0,1,,0
67b2fa4840024011e5effdc4,3/6/2025,21-04020028,KLINIK KESIHATAN SELANDAR,MELAKA,1,1,TRUE,TRUE,67aea72153158407a6dccd03,SUNTIKAN INFLUENZA WARGA EMAS,GS017,0,0,0,0,1,,0
67b2fa4840024011e5effdc5,3/7/2025,21-04020028,KLINIK KESIHATAN SELANDAR,MELAKA,1,1,TRUE,TRUE,67aea72153158407a6dccd03,SUNTIKAN INFLUENZA WARGA EMAS,GS017,0,0,0,0,1,,0
67b2fa4840024011e5effdc6,3/10/2025,21-04020028,KLINIK KESIHATAN SELANDAR,MELAKA,1,1,TRUE,TRUE,67aea72153158407a6dccd03,SUNTIKAN INFLUENZA WARGA EMAS,GS017,0,0,0,0,1,,0
67b2fa4840024011e5effdc7,3/11/2025,21-04020028,KLINIK KESIHATAN SELANDAR,MELAKA,1,1,TRUE,TRUE,67aea72153158407a6dccd03,SUNTIKAN INFLUENZA WARGA EMAS,GS017,0,0,0,0,1,,0
67b2fa4840024011e5effdc8,3/12/2025,21-04020028,KLINIK KESIHATAN SELANDAR,MELAKA,1,1,TRUE,TRUE,67aea72153158407a6dccd03,SUNTIKAN INFLUENZA WARGA EMAS,GS017,0,0,0,0,1,,0
67b2fa4840024011e5effdc9,3/13/2025,21-04020028,KLINIK KESIHATAN SELANDAR,MELAKA,1,1,TRUE,TRUE,67aea72153158407a6dccd03,SUNTIKAN INFLUENZA WARGA EMAS,GS017,0,0,0,0,1,,0
67b2fa4840024011e5effdca,3/14/2025,21-04020028,KLINIK KESIHATAN SELANDAR,MELAKA,1,1,TRUE,TRUE,67aea72153158407a6dccd03,SUNTIKAN INFLUENZA WARGA EMAS,GS017,0,0,0,0,1,,0
67b2fa4840024011e5effdcb,3/17/2025,21-04020028,KLINIK KESIHATAN SELANDAR,MELAKA,1,1,TRUE,TRUE,67aea72153158407a6dccd03,SUNTIKAN INFLUENZA WARGA EMAS,GS017,0,0,0,0,1,,0
67b2fa4840024011e5effdcc,3/18/2025,21-04020028,KLINIK KESIHATAN SELANDAR,MELAKA,1,1,TRUE,TRUE,67aea72153158407a6dccd03,SUNTIKAN INFLUENZA WARGA EMAS,GS017,0,0,0,0,1,,0
67b49976225fac6900d0fc74,3/19/2025,21-04020028,KLINIK KESIHATAN SELANDAR,MELAKA,1,1,TRUE,TRUE,67aea72153158407a6dccd03,SUNTIKAN INFLUENZA WARGA EMAS,GS017,0,0,0,0,1,,0
67b5ec5e0cbee012f5f56bae,3/20/2025,21-04020028,KLINIK KESIHATAN SELANDAR,MELAKA,1,1,TRUE,TRUE,67aea72153158407a6dccd03,SUNTIKAN INFLUENZA WARGA EMAS,GS017,0,0,0,0,1,,0
67b4488353158407a6dd0b6a,2/20/2025,21-08010395,KLINIK KESIHATAN BATU 17,PERAK,1,1,TRUE,TRUE,67b444521c66da69d7a16530,Influenza untuk WE ,GS017,0,0,0,0,1,,0
67b4488353158407a6dd0b6b,2/24/2025,21-08010395,KLINIK KESIHATAN BATU 17,PERAK,1,1,TRUE,TRUE,67b444521c66da69d7a16530,Influenza untuk WE ,GS017,0,0,0,0,1,,0
67b4488353158407a6dd0b6d,3/3/2025,21-08010395,KLINIK KESIHATAN BATU 17,PERAK,1,1,TRUE,TRUE,67b444521c66da69d7a16530,Influenza untuk WE ,GS017,0,0,0,0,1,,0
67b4488353158407a6dd0b6e,3/6/2025,21-08010395,KLINIK KESIHATAN BATU 17,PERAK,1,1,TRUE,TRUE,67b444521c66da69d7a16530,Influenza untuk WE ,GS017,0,1,0,0,1,,0
67b4488353158407a6dd0b6f,3/10/2025,21-08010395,KLINIK KESIHATAN BATU 17,PERAK,1,1,TRUE,TRUE,67b444521c66da69d7a16530,Influenza untuk WE ,GS017,0,0,0,0,1,,0
67b4488353158407a6dd0b70,3/13/2025,21-08010395,KLINIK KESIHATAN BATU 17,PERAK,1,1,TRUE,TRUE,67b444521c66da69d7a16530,Influenza untuk WE ,GS017,0,0,0,0,1,,0
67b4488353158407a6dd0b71,3/17/2025,21-08010395,KLINIK KESIHATAN BATU 17,PERAK,1,1,TRUE,TRUE,67b444521c66da69d7a16530,Influenza untuk WE ,GS017,0,0,0,0,1,,0
67b58b8a40024011e5f018f6,3/20/2025,21-08010395,KLINIK KESIHATAN BATU 17,PERAK,1,1,TRUE,TRUE,67b444521c66da69d7a16530,Influenza untuk WE ,GS017,0,0,0,0,1,,0
67b5562440024011e5f01704,2/21/2025,21-08070098,KLINIK KESIHATAN TRONG,PERAK,1,1,TRUE,TRUE,67b555b953158407a6dd11c6,OLDER INFLUENZA,GS017,0,0,0,0,1,,0
67b5562440024011e5f01709,2/28/2025,21-08070098,KLINIK KESIHATAN TRONG,PERAK,1,1,TRUE,TRUE,67b555b953158407a6dd11c6,OLDER INFLUENZA,GS017,0,0,0,0,1,,0
67b5562440024011e5f0170e,3/7/2025,21-08070098,KLINIK KESIHATAN TRONG,PERAK,1,1,TRUE,TRUE,67b555b953158407a6dd11c6,OLDER INFLUENZA,GS017,0,0,0,0,1,,0
67b5562440024011e5f01713,3/14/2025,21-08070098,KLINIK KESIHATAN TRONG,PERAK,1,1,TRUE,TRUE,67b555b953158407a6dd11c6,OLDER INFLUENZA,GS017,0,0,0,0,1,,0
67b5562440024011e5f01718,3/21/2025,21-08070098,KLINIK KESIHATAN TRONG,PERAK,1,1,TRUE,TRUE,67b555b953158407a6dd11c6,OLDER INFLUENZA,GS017,0,0,0,0,1,,0
67b5562440024011e5f0171d,3/28/2025,21-08070098,KLINIK KESIHATAN TRONG,PERAK,1,1,TRUE,TRUE,67b555b953158407a6dd11c6,OLDER INFLUENZA,GS017,0,0,0,0,1,,0
67b5562440024011e5f01722,4/4/2025,21-08070098,KLINIK KESIHATAN TRONG,PERAK,1,1,TRUE,TRUE,67b555b953158407a6dd11c6,OLDER INFLUENZA,GS017,0,0,0,0,1,,0
67b5562440024011e5f01727,4/11/2025,21-08070098,KLINIK KESIHATAN TRONG,PERAK,1,1,TRUE,TRUE,67b555b953158407a6dd11c6,OLDER INFLUENZA,GS017,0,0,0,0,1,,0
67b5562440024011e5f0172c,4/18/2025,21-08070098,KLINIK KESIHATAN TRONG,PERAK,1,1,TRUE,TRUE,67b555b953158407a6dd11c6,OLDER INFLUENZA,GS017,0,0,0,0,1,,0
67b5562440024011e5f01731,4/25/2025,21-08070098,KLINIK KESIHATAN TRONG,PERAK,1,1,TRUE,TRUE,67b555b953158407a6dd11c6,OLDER INFLUENZA,GS017,0,0,0,0,1,,0
67b5ead940024011e5f01e24,2/25/2025,21-08080037,KLINIK KESIHATAN BRUAS,PERAK,1,5,TRUE,TRUE,67ad780153158407a6dcb841,IMUNISASI INFLUENZA WARGA EMAS,GS017,0,0,0,0,1,,0
67af533cbc0e483ecc3f5e0c,2/20/2025,21-10040052,Klinik Kesihatan Pulau Indah,SELANGOR,1,1,TRUE,TRUE,67ad78af53158407a6dcb84e,VAKSIN INFLUENZA,GS017,0,0,0,0,1,,0
67b5325653158407a6dd1036,2/24/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5325653158407a6dd1037,2/25/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f0156f,2/27/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01570,2/28/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,1,0,0,1,,0
67b5336c40024011e5f01571,3/3/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01572,3/4/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01573,3/5/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01574,3/6/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01575,3/7/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01576,3/10/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01577,3/11/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01578,3/12/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01579,3/13/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f0157a,3/14/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f0157b,3/17/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f0157d,3/19/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f0157e,3/20/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f0157f,3/21/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01580,3/24/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01581,3/25/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01582,3/26/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01583,3/27/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01584,3/28/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01587,4/2/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01588,4/3/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01589,4/4/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f0158a,4/7/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f0158b,4/8/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f0158c,4/9/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f0158d,4/10/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f0158e,4/11/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f0158f,4/14/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01590,4/15/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01591,4/16/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01592,4/17/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01593,4/18/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01594,4/21/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01595,4/22/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01596,4/23/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01597,4/24/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01598,4/25/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f01599,4/28/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f0159a,4/29/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f0159b,4/30/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f0159d,5/2/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f0159e,5/5/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f0159f,5/6/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f015a0,5/7/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f015a1,5/8/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f015a2,5/9/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f015a4,5/13/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
67b5336c40024011e5f015a5,5/14/2025,21-10092303,KLINIK KESIHATAN HULU BERNAM,SELANGOR,1,1,TRUE,TRUE,67b2c2731c66da69d7a15223,program vaksinasi influenza warga emas,GS017,0,0,0,0,1,,0
